Region;Comuna;Establecimiento;Direccion
Region del Maule;Cauquenes;SAR Dr. Juan Saavedra Macaya;Calle Balmaceda 680
Region del Maule;Talca;SAPU Carlos Trupp;Calle 30 Oriente 8 Sur 2995
Region del Maule;Constitucion;SAPU Cerro Alto;
Region del Maule;Talca;SAPU Las Americas;Calle 6 Oriente con 19 Norte 3040
Region del Maule;Curico;Laboratorio Clinico Medicos Asociados de Curico;Calle Pena 590
Region del Maule;Talca;Integramedica Talca;Calle 1 Norte 1546
Region del Maule;Talca;Laboratorio Clinico Alexander Fleming;Calle 2 Sur, Edificio Aranjuez 772
Region del Maule;Linares;Laboratorio Clinico Tecnoanalisis - Sala Externa de Toma de Muestras;Calle Independencia, Piso 2 571
Region del Maule;Cauquenes;Centro Medico y Laboratorio Clinico San Rafael;Calle Catedral 322
Region del Maule;San Javier;Posta de Salud Rural Alquihue;
Region del Maule;San Javier;Asociacion Chilena de Seguridad AChS San Javier;Calle Chorrillos 1147
Region del Maule;Linares;Asociacion Chilena de Seguridad AChS Linares;Calle Brasil 921
Region del Maule;Constitucion;Asociacion Chilena de Seguridad AChS Constitucion;Calle Bulnes 615
Region del Maule;Constitucion;Laboratorio Clinico Biovida E.I.R.L;
Region del Maule;Constitucion;Laboratorio Clinico Biotec;Avenida Enrique Donn 716
Region del Maule;Parral;Laboratorio Clinico Tecnoanalisis;Calle Buin 411
Region del Maule;Curico;Laboratorio Clinico y Hematologico Maria Cecilia Besomi;Calle Merced, Local 12 255
Region del Maule;Linares;Laboratorio Clinico Dr. Rodolfo Castro;Calle Kurt Moller 437
Region del Maule;Parral;Laboratorio Clinico y Centro Medico Dr. Araya;Calle Buin 330
Region del Maule;Molina;Laboratorio Clinico Santa Maria;Avenida Luis Cruz Martinez 1432
Region del Maule;Curico;Laboratorio Clinico Biomex;Calle Membrillar 747
Region del Maule;Constitucion;Laboratorio Clinico Fisher;Calle O' Higgins 372
Region del Maule;Curico;Laboratorio Clinico Alcantara;Calle Manuel Montt, Oficina Nº 405, Edificio Manuel Montt 357
Region del Maule;Talca;Laboratorio Clinica del Maule;Calle 4 Norte 1650
Region del Maule;Talca;Laboratorio Clinico Biomolecular;Calle 2 Norte 641
Region del Maule;Talca;Laboratorio Clinico Ximena Gonzalez (LABXG);Calle 2 Poniente, Oficina Nº 307 1380
Region del Maule;Linares;Laboratorio Clinico San Francisco;Calle San Martin, Oficina Nº 2 640
Region del Maule;Linares;Laboratorio Clinico TECME;Calle Independencia, Oficina 306 85
Region del Maule;Curico;Laboratorio Clinico Aleman;Calle Manuel Montt 378
Region del Maule;Cauquenes;Laboratorio Clinico Cauquenes;Calle Claudina Urrutia - A 241
Region del Maule;Parral;Laboratorio Clinico Perquilauquen;Calle Parcela, Villa Baviera 6
Region del Maule;Linares;SAPU Valentin Letelier;
Region del Maule;Curico;Instituto de Seguridad del Trabajo (IST);Avenida Alessandri 2019
Region del Maule;Talca;Centro de Salud Familiar Villa Magisterio;
Region del Maule;Linares;Laboratorio Clinico Loncomilla;Calle Manuel Rodriguez 725
Region del Maule;Curico;Laboratorio Clinico Fundacion Betania;Calle Camilo Henriquez 39
Region del Maule;Talca;Laboratorio Clinico Loncomilla (Talca);Calle 2 Poniente 1383
Region del Maule;Curico;Laboratorio Clinico Bioanalysis;Calle Manuel Rodriguez 565
Region del Maule;Talca;Laboratorio Clinico Talca;Avenida Isidoro del Solar 99
Region del Maule;Talca;Laboratorio Clinico Bionet S.A.;Calle 2 Poniente 1372
Region del Bio Bio;Curanilahue;SAPU Eleuterio Ramirez;
Region del Bio Bio;Los Alamos;SAPU Los Alamos;Calle Pedro Eyheramendy 600
Region del Bio Bio;Lota;SAPU Dr. Juan Cartes Arias;
Region del Bio Bio;Hualpen;SAPU La Floresta;Calle Bremen 3851
Region del Bio Bio;Los Angeles;SAPU 2 Septiembre;Calle Max Jara 605
Region del Bio Bio;Los Angeles;SAPU Nororiente;Pasaje Morse 1585
Region del Bio Bio;Los Angeles;SAPU Nuevo Horizonte;Calle Aguas Calientes 2360
Region del Bio Bio;Concepcion;Centro Comunitario de Salud Familiar Chaimavida;Pasaje Kilometro 23 Ruta Concepcion- Cabrero, sector Chaimavida 1
Region del Bio Bio;Chillan;SAPU Isabel Riquelme;Avenida O'Higgins 1679
Region del Bio Bio;Concepcion;SAR Victor Manuel Fernandez;Avenida Juan Bosco 406
Region del Bio Bio;Tome;SAPU Bellavista;Calle Los Cerezos 297
Region del Bio Bio;Mulchen;Centro Comunitario de Salud Familiar Villa La Granja;Calle El Hualle, Villa La Granja 823
Region del Bio Bio;Lebu;Actividades gestionadas por la Direccion del Servicio para apoyo de la Red (S.S de Arauco);Calle Carrera 302
Region del Bio Bio;Lebu;PRAIS (S.S Arauco);Calle Carrera 302
Region del Bio Bio;Lebu;Clinica Dental Movil Triple. Pat. VP5666 (Lebu);Calle Carrera 302
Region del Bio Bio;Lebu;Clinica Dental Movil Simple. Pat. VP5664 (Lebu);Calle Carrera 302
Region del Bio Bio;Lebu;Clinica Dental Movil Simple. Pat. DDKB17 (Lebu);Calle Carrera 302
Region del Bio Bio;Curanilahue;Hospital de Campana (Curanilahue);
Region del Bio Bio;Curanilahue;Hospital Provincial Dr. Rafael Avaria (Curanilahue);Avenida Bernardo O'Higgins 111
Region del Bio Bio;Lebu;Hospital de Lebu;Calle Dr. Octavio Orellana Fuentes 54
Region del Bio Bio;Canete;Hospital Intercultural Kallvu Llanka (Canete);
Region del Bio Bio;Contulmo;Hospital de Contulmo;Calle Las Araucarias 1075
Region del Bio Bio;Arauco;Hospital San Vicente (Arauco);
Region del Bio Bio;Curanilahue;Laboratorio Clinico San Pedro;Calle Los Leones 770
Region del Bio Bio;Canete;Laboratorio Clinico Bio-Test;
Region del Bio Bio;Canete;Laboratorio Clinico San Pedro;Calle Villagran 473
Region del Bio Bio;Lebu;Centro de Salud Familiar Lebu Norte;
Region del Bio Bio;Tirua;Centro de Salud Familiar Isabel Jimenez;
Region del Bio Bio;Curanilahue;Centro de Salud Familiar Eleuterio Ramirez;
Region del Bio Bio;Los Alamos;Centro de Salud Familiar Los Alamos;Calle Pedro Eyheramendy 835
Region del Bio Bio;Los Alamos;Posta de Salud Rural Cerro Alto;
Region del Bio Bio;Lebu;Posta de Salud Rural Pehuen;
Region del Bio Bio;Los Alamos;Posta de Salud Rural Tres Pinos;
Region del Bio Bio;Los Alamos;Posta de Salud Rural Pangue;
Region del Bio Bio;Arauco;Posta de Salud Rural Quiapo;
Region del Bio Bio;Lebu;Posta de Salud Rural Isla Mocha;
Region del Bio Bio;Arauco;Posta de Salud Rural Tubul;
Region del Bio Bio;Arauco;Posta de Salud Rural Ramadillas;
Region del Bio Bio;Arauco;Posta de Salud Rural Punta Lavapie;
Region del Bio Bio;Arauco;Centro de Salud Familiar Laraquete;
Region del Bio Bio;Canete;Posta de Salud Rural Cayucupil;
Region del Bio Bio;Canete;Centro Comunitario de Salud Familiar Antiquina;
Region del Bio Bio;Los Alamos;Posta de Salud Rural Antihuala;
Region del Bio Bio;Canete;Posta de Salud Rural Huentelolen;
Region del Bio Bio;Tirua;Posta de Salud Rural Quidico;
Region del Bio Bio;Tirua;Posta de Salud Rural Ranquilhue;
Region del Bio Bio;Tirua;Posta de Salud Rural Alto Quilantahue;
Region del Bio Bio;Tirua;Posta de Salud Rural Casa de Piedra;
Region del Bio Bio;Canete;Posta de Salud Rural Llenquehue;
Region del Bio Bio;Canete;Posta de Salud Rural Lloncao;
Region del Bio Bio;Canete;Posta de Salud Rural Pocuno;
Region del Bio Bio;Contulmo;Centro Comunitario de Salud Familiar Elicura;
Region del Bio Bio;Contulmo;Posta de Salud Rural Mahuilque Bajo;
Region del Bio Bio;Contulmo;Posta de Salud Rural Los Huapes de Aillahuampi;
Region del Bio Bio;Contulmo;Posta de Salud Rural Huillinco;
Region del Bio Bio;Arauco;Centro de Salud Familiar Carampangue;
Region del Bio Bio;Arauco;Posta de Salud Rural Las Puentes;
Region del Bio Bio;Arauco;Posta de Salud Rural Yani;
Region del Bio Bio;Concepcion;Centro Medico Integramedica Bio Bio;Calle Los Carrera 301
Region del Bio Bio;Laja;Policlinico AChS Laja;Calle Balmaceda 55
Region del Bio Bio;Concepcion;Laboratorio Clinico MACROLAB;
Region del Bio Bio;Cabrero;Policlinico AChS Cabrero;Calle Oriente 60
Region del Bio Bio;Arauco;Policlinico Asociacion Chilena de Seguridad AChS Arauco;
Region del Bio Bio;Canete;Policlinico Asociacion Chilena de Seguridad AChS Canete;
Region del Bio Bio;Concepcion;Centro Medico Kenal;Calle Barros Arana 301
Region del Bio Bio;Chiguayante;Laboratorio Clinico Labomedic;Calle Manuel Rodriguez 699
Region del Bio Bio;Curanilahue;Posta de Salud Rural San Jose de Colico;
Region del Bio Bio;Lebu;Posta de Salud Rural Santa Rosa (Lebu);
Region del Bio Bio;Arauco;Posta de Salud Rural Llico (Arauco);
Region del Bio Bio;Los Alamos;Posta de Salud Rural Ranquilco;
Region del Bio Bio;Canete;Posta de Salud Rural Pangueco (Canete);
Region del Bio Bio;Tirua;Posta de Salud Rural Primer Agua;
Region del Bio Bio;Tirua;Posta de Salud Rural Loncotripai;
Region del Bio Bio;Curanilahue;COSAM Curanilahue;Avenida Ramon de Zamora 216
Region del Bio Bio;Lebu;COSAM Lebu;Calle Saavedra 365
Region del Bio Bio;Canete;COSAM Canete;Calle Saavedra 464
Region del Bio Bio;Arauco;COSAM de Arauco;
Region del Bio Bio;Los Alamos;Centro Comunitario de Salud Familiar Los Alamos;Avenida Diego Portales 823
Region del Bio Bio;Arauco;Consultorio General Rural Tubul;
Region del Bio Bio;Tirua;Centro Comunitario de Salud Familiar Quidico;
Region del Bio Bio;Chillan;Actividades gestionadas por la Direccion del Servicio para apoyo de la Red (S.S de Nuble);Calle Bulnes 502
Region del Bio Bio;Chillan;PRAIS (S.S Nuble);Calle Bulnes 502
Region del Bio Bio;Chillan;Clinica Dental Movil Triple. Pat. PW4105 (Chillan);Calle Bulnes 502
Region del Bio Bio;Chillan;Hospital Clinico Herminda Martin (Chillan);Calle Francisco Ramirez 10
Region del Bio Bio;San Carlos;Hospital de San Carlos;Calle Gazmuri 448
Region del Bio Bio;Bulnes;Hospital Comunitario de Salud Familiar de Bulnes;
Region del Bio Bio;Yungay;Hospital Comunitario de Salud Familiar Pedro Morales Campos (Yungay);Calle Angamos 658
Region del Bio Bio;Quirihue;Hospital Comunitario de Salud Familiar de Quirihue;
Region del Bio Bio;El Carmen;Hospital Comunitario de Salud Familiar de El Carmen;Calle Isabel Riquelme 448
Region del Bio Bio;Coelemu;Hospital Comunitario de Salud Familiar Dr. Eduardo Contreras Trabucco de Coelemu;Calle Manuel Antonio Matta 370
Region del Bio Bio;Chillan;Consultorio de Salud AChS (Chillan);Avenida Collin 532
Region del Bio Bio;Chillan;Centro CONIN Chillan;Avenida Jose Maria Caro 565
Region del Bio Bio;Chillan;Clinica Las Amapolas;Avenida Vicente 75
Region del Bio Bio;Chillan;Centro de Salud Mutual CChC Chillan;Avenida Argentina 742
Region del Bio Bio;Chillan;Policlinico San Martin de Porres;Calle Andres Bello, Poblacion Balmaceda, Ultraestacion. 151
Region del Bio Bio;Chillan;Clinica Chillan;Avenida Pedro Aguirre Cerda 35
Region del Bio Bio;Chillan;Departamento de Salud Estudiantil Universidad del Biobio Sede Chillan;
Region del Bio Bio;Chillan;Consultorio de Salud Universidad de Concepcion;Avenida Vicente 595
Region del Bio Bio;Chillan;Soc.Lab.cl. Arauco Ltda.;Avenida Libertad 764
Region del Bio Bio;Chillan;Soc.Lab Clinico Biolab Ltda.;Calle 18 de Septiembre 325
Region del Bio Bio;Chillan;Laboratorio Clinico Cinco de Abril;Avenida Argentina 648
Region del Bio Bio;Chillan;Laboratorio Clinico Christian Gross Ltda.;Calle Bulnes 655
Region del Bio Bio;Chillan;Sociedad Laboratorio Folch Ltda;Calle 18 de Septiembre 860
Region del Bio Bio;Chillan;Laboratorio Clinico Someruno;Calle Isabel Riquelme 446
Region del Bio Bio;Chillan;Sociedad Laboratorio Clinico Bioclin Ltda.;Avenida Libertad 1099
Region del Bio Bio;Chillan;Laboratorio Inmunomedica Ltda.;Avenida Libertad 1137
Region del Bio Bio;Chillan;Laboratorio Clinico Chillan Ltda.;Avenida Pedro Aguirre Cerda 35
Region del Bio Bio;Chillan;Laboratorio Clinico San Carlos Ltda.;Calle Brasil 362
Region del Bio Bio;Chillan;Megasalud Chillan;Avenida Libertad 431
Region del Bio Bio;Chillan;Laboratorio Clinico Inmunomedica;Avenida Libertad 1137
Region del Bio Bio;Chillan;Laboratorio Clinico Someruno;Calle Isabel Riquelme 446
Region del Bio Bio;Chillan;Laboratorio Clinico Cinco de Abril;Avenida Argentina 648
Region del Bio Bio;Chillan;Centro de Salud Familiar Violeta Parra;Calle Francisco Ramirez 150
Region del Bio Bio;Chillan;Centro de Salud Familiar San Ramon Nonato;
Region del Bio Bio;Chillan;Centro de Salud Familiar Ultraestacion Dr. Raul San Martin Gonzalez;
Region del Bio Bio;Chillan;Centro de Salud Familiar Isabel Riquelme;Calle O'Higgins 1661
Region del Bio Bio;Portezuelo;Centro de Salud Familiar Portezuelo;Calle San Martin 150
Region del Bio Bio;Quillon;Centro de Salud Familiar Quillon;Calle Francisco Unzueta 159
Region del Bio Bio;Cobquecura;Centro de Salud Familiar Cobquecura;Calle Chacabuco 473
Region del Bio Bio;San Ignacio;Centro de Salud Familiar San Ignacio;
Region del Bio Bio;San Fabian;Centro de Salud Familiar San Fabian;
Region del Bio Bio;Pemuco;Centro de Salud Familiar Pemuco;Calle Padre Jorge Herrera 1086
Region del Bio Bio;San Carlos;Centro de Salud Familiar Dr. Jose Duran Trujillo;Calle Las Acacias 470
Region del Bio Bio;San Nicolas;Centro de Salud Familiar San Nicolas;
Region del Bio Bio;Niquen;Centro de Salud Familiar Niquen;
Region del Bio Bio;Ninhue;Centro de Salud Familiar Dr. David Benavente de Ninhue;Calle Arturo Prat 405
Region del Bio Bio;Yungay;Centro de Salud Familiar Campanario;
Region del Bio Bio;Ranquil;Centro de Salud Familiar Nipas;Calle Pedro Aguirre Cerda 392
Region del Bio Bio;Pinto;Centro de Salud Familiar Pinto;
Region del Bio Bio;Coihueco;Centro de Salud Familiar Coihueco;Calle Prat 683
Region del Bio Bio;San Ignacio;Centro de Salud Familiar Quiriquina;
Region del Bio Bio;Chillan;Centro de Salud Familiar Quinchamali;
Region del Bio Bio;Chillan;Centro de Salud Familiar Los Volcanes;Calle Los Condores 155
Region del Bio Bio;Coihueco;Centro de Salud Familiar Luis Montecinos;Calle 18 de Septiembre 631
Region del Bio Bio;Bulnes;Centro de Salud Familiar Santa Clara;
Region del Bio Bio;Treguaco;Centro de Salud Familiar Treguaco;Calle Luis Lama 286
Region del Bio Bio;Chillan Viejo;Centro de Salud Familiar Dr. Federico Puga;Calle Erasmo Escala 872
Region del Bio Bio;San Carlos;Centro de Salud Familiar Teresa Baldechi;
Region del Bio Bio;Chillan;Centro de Salud Familiar Sol de Oriente;
Region del Bio Bio;Chillan Viejo;Centro de Salud Familiar Dra. Michelle Bachelet Jeria;Calle Huambali 1201
Region del Bio Bio;Coihueco;Posta de Salud Rural Talquipen;
Region del Bio Bio;Coihueco;Posta de Salud Rural Bustamante;
Region del Bio Bio;Chillan;Posta de Salud Rural Capilla Cato;
Region del Bio Bio;Coihueco;Posta de Salud Rural Minas del Prado;
Region del Bio Bio;Coihueco;Posta de Salud Rural Tanilvoro;
Region del Bio Bio;Pinto;Posta de Salud Rural Recinto;
Region del Bio Bio;Chillan;Posta de Salud Rural Huape;
Region del Bio Bio;Chillan Viejo;Posta de Salud Rural Rucapequen;
Region del Bio Bio;Chillan Viejo;Posta de Salud Rural Nebuco;
Region del Bio Bio;San Carlos;Centro Comunitario de Salud Familiar Cachapoal;
Region del Bio Bio;San Carlos;Posta de Salud Rural Rivera de Nuble;
Region del Bio Bio;Niquen;Posta de Salud Rural Chacay (Niquen);
Region del Bio Bio;Niquen;Posta de Salud Rural Niquen;
Region del Bio Bio;San Carlos;Posta de Salud Rural Torrecillas;
Region del Bio Bio;Niquen;Posta de Salud Rural La Gloria;
Region del Bio Bio;San Carlos;Posta de Salud Rural Monte Blanco;
Region del Bio Bio;Talcahuano;SAPU Alcalde Leocan Portus;Calle Manuel Barros Borgono 2645
Region del Bio Bio;Talcahuano;SAPU Los Cerros;
Region del Bio Bio;Hualpen;SAPU Talcahuano Sur;Calle Postdam 632
Region del Bio Bio;Los Angeles;Actividades gestionadas por la Direccion del Servicio para apoyo de la Red (S.S de Biobio);Avenida Ricardo Vicuna 147
Region del Bio Bio;Los Angeles;PRAIS (S.S Biobio);Avenida Ricardo Vicuna 147
Region del Bio Bio;Tucapel;Clinica Dental Movil Triple. Pat. UW9511 (Huepil);Calle 12 de Febrero 233
Region del Bio Bio;Santa Barbara;Clinica Dental Movil Triple. Pat. NW6995 (Santa Barbara);
Region del Bio Bio;Yumbel;Clinica Dental Movil Triple. Pat. NW6996 (Yumbel);Calle Castellon 251
Region del Bio Bio;Los Angeles;Complejo Asistencial Dr. Victor Rios Ruiz (Los Angeles);
Region del Bio Bio;Mulchen;Hospital Comunitario de Mulchen;
Region del Bio Bio;Nacimiento;Hospital Comunitario de Nacimiento;
Region del Bio Bio;Yumbel;Hospital Comunitario de Yumbel;Calle Castellon 251
Region del Bio Bio;Laja;Hospital Comunitario de Laja;Calle Baquedano 300
Region del Bio Bio;Santa Barbara;Hospital Comunitario de Santa Barbara;
Region del Bio Bio;Tucapel;Hospital Comunitario Dr. Roberto Munoz Urrutia de Huepil;Calle 12 de Febrero 233
Region del Bio Bio;Los Angeles;Policlinico AChS Los angeles;Avenida Ricardo 252
Region del Bio Bio;Los Angeles;Centro CONIN Los Angeles;Calle Colo Colo 873
