Región;Comuna;Establecimiento;Dirección
Region del Maule;Molina;Laboratorio Clínico Santa María;Avenida Luis Cruz Martínez 1432
Region del Maule;Curicó;Laboratorio Clínico Biomex;Calle Membrillar 747
Region del Maule;Constitución;Laboratorio Clínico Fisher;Calle O' Higgins 372
Region del Maule;Curicó;Laboratorio Clínico Alcántara;Calle Manuel Montt, Oficina Nº 405, Edificio Manuel Montt 357
Region del Maule;Talca;Laboratorio Clínica del Maule;Calle 4 Norte 1650
Region del Maule;Talca;Laboratorio Clínico Biomolecular;Calle 2 Norte 641
Region del Maule;Talca;Laboratorio Clínico Ximena Gonzalez (LABXG);Calle 2 Poniente, Oficina Nº 307 1380
Region del Maule;Linares;Laboratorio Clínico San Francisco;Calle San Martín, Oficina Nº 2 640
Region del Maule;Linares;Laboratorio Clínico TECME;Calle Independencia, Oficina 306 85
Region del Maule;Curicó;Laboratorio Clínico Alemán;Calle Manuel Montt 378
Region del Maule;Cauquenes;Laboratorio Clínico Cauquenes;Calle Claudina Urrutia - A 241
Region del Maule;Parral;Laboratorio Clínico Perquilauquén;Calle Parcela, Villa Baviera 6
Region del Maule;Linares;SAPU Valentín Letelier;
Region del Maule;Curicó;Instituto de Seguridad del Trabajo (IST);Avenida Alessandri 2019
Region del Maule;Talca;Centro de Salud Familiar Villa Magisterio;
Region del Maule;Linares;Laboratorio Clínico Loncomilla;Calle Manuel Rodríguez 725
Region del Maule;Curicó;Laboratorio Clínico Fundación Betania;Calle Camilo Henríquez 39
Region del Maule;Talca;Laboratorio Clínico Loncomilla (Talca);Calle 2 Poniente 1383
Region del Maule;Curicó;Laboratorio Clínico Bioanálysis;Calle Manuel Rodríguez 565
Region del Maule;Talca;Laboratorio Clínico Talca;Avenida Isidoro del Solar 99
Region del Maule;Talca;Laboratorio Clínico Bionet S.A.;Calle 2 Poniente 1372
Region del Bio Bio;Curanilahue;SAPU Eleuterio Ramírez;
Region del Bio Bio;Los Álamos;SAPU Los Álamos;Calle Pedro Eyheramendy 600
Region del Bio Bio;Lota;SAPU Dr. Juan Cartes Arias;
Region del Bio Bio;Hualpén;SAPU La Floresta;Calle Bremen 3851
Region del Bio Bio;Los Ángeles;SAPU 2 Septiembre;Calle Max Jara 605
Region del Bio Bio;Los Ángeles;SAPU Nororiente;Pasaje Morse 1585
Region del Bio Bio;Los Ángeles;SAPU Nuevo Horizonte;Calle Aguas Calientes 2360
Region del Bio Bio;Concepción;Centro Comunitario de Salud Familiar Chaimávida;Pasaje Kilometro 23 Ruta Concepción- Cabrero, sector Chaimávida 1
Region del Bio Bio;Chillán;SAPU Isabel Riquelme;Avenida O'Higgins 1679
Region del Bio Bio;Concepción;SAR Víctor Manuel Fernández;Avenida Juan Bosco 406
Region del Bio Bio;Tome;SAPU Bellavista;Calle Los Cerezos 297
Region del Bio Bio;Mulchén;Centro Comunitario de Salud Familiar Villa La Granja;Calle El Hualle, Villa La Granja 823
Region del Bio Bio;Lebu;Actividades gestionadas por la Dirección del Servicio para apoyo de la Red (S.S de Arauco);Calle Carrera 302
Region del Bio Bio;Lebu;PRAIS (S.S Arauco);Calle Carrera 302
Region del Bio Bio;Lebu;Clínica Dental Móvil Triple. Pat. VP5666 (Lebu);Calle Carrera 302
Region del Bio Bio;Lebu;Clínica Dental Móvil Simple. Pat. VP5664 (Lebu);Calle Carrera 302
Region del Bio Bio;Lebu;Clínica Dental Móvil Simple. Pat. DDKB17 (Lebu);Calle Carrera 302
Region del Bio Bio;Curanilahue;Hospital de Campaña (Curanilahue);
Region del Bio Bio;Curanilahue;Hospital Provincial Dr. Rafael Avaría (Curanilahue);Avenida Bernardo O'Higgins 111
Region del Bio Bio;Lebu;Hospital de Lebu;Calle Dr. Octavio Orellana Fuentes 54
Region del Bio Bio;Cañete;Hospital Intercultural Kallvu Llanka (Cañete);
Region del Bio Bio;Contulmo;Hospital de Contulmo;Calle Las Araucarias 1075
Region del Bio Bio;Arauco;Hospital San Vicente (Arauco);
Region del Bio Bio;Curanilahue;Laboratorio Clínico San Pedro;Calle Los Leones 770
Region del Bio Bio;Cañete;Laboratorio Clínico Bio-Test;
Region del Bio Bio;Cañete;Laboratorio Clínico San Pedro;Calle Villagrán 473
Region del Bio Bio;Lebu;Centro de Salud Familiar Lebu Norte;
Region del Bio Bio;Tirúa;Centro de Salud Familiar Isabel Jiménez;
Region del Bio Bio;Curanilahue;Centro de Salud Familiar Eleuterio Ramírez;
Region del Bio Bio;Los Álamos;Centro de Salud Familiar Los Álamos;Calle Pedro Eyheramendy 835
Region del Bio Bio;Los Álamos;Posta de Salud Rural Cerro Alto;
Region del Bio Bio;Lebu;Posta de Salud Rural Pehuén;
Region del Bio Bio;Los Álamos;Posta de Salud Rural Tres Pinos;
Region del Bio Bio;Los Álamos;Posta de Salud Rural Pangue;
Region del Bio Bio;Arauco;Posta de Salud Rural Quiapo;
Region del Bio Bio;Lebu;Posta de Salud Rural Isla Mocha;
Region del Bio Bio;Arauco;Posta de Salud Rural Tubul;
Region del Bio Bio;Arauco;Posta de Salud Rural Ramadillas;
Region del Bio Bio;Arauco;Posta de Salud Rural Punta Lavapié;
Region del Bio Bio;Arauco;Centro de Salud Familiar Laraquete;
Region del Bio Bio;Cañete;Posta de Salud Rural Cayucupil;
Region del Bio Bio;Cañete;Centro Comunitario de Salud Familiar Antiquina;
Region del Bio Bio;Los Álamos;Posta de Salud Rural Antihuala;
Region del Bio Bio;Cañete;Posta de Salud Rural Huentelolén;
Region del Bio Bio;Tirúa;Posta de Salud Rural Quidico;
Region del Bio Bio;Tirúa;Posta de Salud Rural Ranquilhue;
Region del Bio Bio;Tirúa;Posta de Salud Rural Alto Quilantahue;
Region del Bio Bio;Tirúa;Posta de Salud Rural Casa de Piedra;
Region del Bio Bio;Cañete;Posta de Salud Rural Llenquehue;
Region del Bio Bio;Cañete;Posta de Salud Rural Lloncao;
Region del Bio Bio;Cañete;Posta de Salud Rural Pocuno;
Region del Bio Bio;Contulmo;Centro Comunitario de Salud Familiar Elicura;
Region del Bio Bio;Contulmo;Posta de Salud Rural Mahuilque Bajo;
Region del Bio Bio;Contulmo;Posta de Salud Rural Los Huapes de Aillahuampi;
Region del Bio Bio;Contulmo;Posta de Salud Rural Huillinco;
Region del Bio Bio;Arauco;Centro de Salud Familiar Carampangue;
Region del Bio Bio;Arauco;Posta de Salud Rural Las Puentes;
Region del Bio Bio;Arauco;Posta de Salud Rural Yani;
Region del Bio Bio;Concepción;Centro Médico Integramédica Bio Bio;Calle Los Carrera 301
Region del Bio Bio;Laja;Policlínico AChS Laja;Calle Balmaceda 55
Region del Bio Bio;Concepción;Laboratorio Clínico MACROLAB;
Region del Bio Bio;Cabrero;Policlínico AChS Cabrero;Calle Oriente 60
Region del Bio Bio;Arauco;Policlínico Asociación Chilena de Seguridad AChS Arauco;
Region del Bio Bio;Cañete;Policlínico Asociación Chilena de Seguridad AChS Cañete;
Region del Bio Bio;Concepción;Centro Médico Kenal;Calle Barros Arana 301
Region del Bio Bio;Chiguayante;Laboratorio Clínico Labomedic;Calle Manuel Rodríguez 699
Region del Bio Bio;Curanilahue;Posta de Salud Rural San José de Colico;
Region del Bio Bio;Lebu;Posta de Salud Rural Santa Rosa (Lebu);
Region del Bio Bio;Arauco;Posta de Salud Rural Llico (Arauco);
Region del Bio Bio;Los Álamos;Posta de Salud Rural Ranquilco;
Region del Bio Bio;Cañete;Posta de Salud Rural Pangueco (Cañete);
Region del Bio Bio;Tirúa;Posta de Salud Rural Primer Agua;
Region del Bio Bio;Tirúa;Posta de Salud Rural Loncotripai;
Region del Bio Bio;Curanilahue;COSAM Curanilahue;Avenida Ramón de Zamora 216
Region del Bio Bio;Lebu;COSAM Lebu;Calle Saavedra 365
Region del Bio Bio;Cañete;COSAM Cañete;Calle Saavedra 464
Region del Bio Bio;Arauco;COSAM de Arauco;
Region del Bio Bio;Los Álamos;Centro Comunitario de Salud Familiar Los Álamos;Avenida Diego Portales 823
Region del Bio Bio;Arauco;Consultorio General Rural Tubul;
Region del Bio Bio;Tirúa;Centro Comunitario de Salud Familiar Quidico;
Region del Bio Bio;Chillán;Actividades gestionadas por la Dirección del Servicio para apoyo de la Red (S.S de Ñuble);Calle Bulnes 502
Region del Bio Bio;Chillán;PRAIS (S.S Ñuble);Calle Bulnes 502
Region del Bio Bio;Chillán;Clínica Dental Móvil Triple. Pat. PW4105 (Chillán);Calle Bulnes 502
Region del Bio Bio;Chillán;Hospital Clínico Herminda Martín (Chillán);Calle Francisco Ramírez 10
Region del Bio Bio;San Carlos;Hospital de San Carlos;Calle Gazmuri 448
Region del Bio Bio;Bulnes;Hospital Comunitario de Salud Familiar de Bulnes;
Region del Bio Bio;Yungay;Hospital Comunitario de Salud Familiar Pedro Morales Campos (Yungay);Calle Angamos 658
Region del Bio Bio;Quirihue;Hospital Comunitario de Salud Familiar de Quirihue;
Region del Bio Bio;El Carmen;Hospital Comunitario de Salud Familiar de El Carmen;Calle Isabel Riquelme 448
Region del Bio Bio;Coelemu;Hospital Comunitario de Salud Familiar Dr. Eduardo Contreras Trabucco de Coelemu;Calle Manuel Antonio Matta 370
Region del Bio Bio;Chillán;Consultorio de Salud AChS (Chillán);Avenida Collín 532
Region del Bio Bio;Chillán;Centro CONIN Chillán;Avenida José María Caro 565
Region del Bio Bio;Chillán;Clínica Las Amapolas;Avenida Vicente 75
Region del Bio Bio;Chillán;Centro de Salud Mutual CChC Chillán;Avenida Argentina 742
Region del Bio Bio;Chillán;Policlínico San Martín de Porres;Calle Andrés Bello, Población Balmaceda, Ultraestación. 151
Region del Bio Bio;Chillán;Clínica Chillán;Avenida Pedro Aguirre Cerda 35
Region del Bio Bio;Chillán;Departamento de Salud Estudiantil Universidad del Biobío Sede Chillán;
Region del Bio Bio;Chillán;Consultorio de Salud Universidad de Concepción;Avenida Vicente 595
Region del Bio Bio;Chillán;Soc.Lab.cl. Arauco Ltda.;Avenida Libertad 764
Region del Bio Bio;Chillán;Soc.Lab Clínico Biolab Ltda.;Calle 18 de Septiembre 325
Region del Bio Bio;Chillán;Laboratorio Clínico Cinco de Abril;Avenida Argentina 648
Region del Bio Bio;Chillán;Laboratorio Clínico Christian Gross Ltda.;Calle Bulnes 655
Region del Bio Bio;Chillán;Sociedad Laboratorio Folch Ltda;Calle 18 de Septiembre 860
Region del Bio Bio;Chillán;Laboratorio Clínico Someruno;Calle Isabel Riquelme 446
Region del Bio Bio;Chillán;Sociedad Laboratorio Clínico Bioclín Ltda.;Avenida Libertad 1099
Region del Bio Bio;Chillán;Laboratorio Inmunomedica Ltda.;Avenida Libertad 1137
Region del Bio Bio;Chillán;Laboratorio Clínico Chillan Ltda.;Avenida Pedro Aguirre Cerda 35
Region del Bio Bio;Chillán;Laboratorio Clínico San Carlos Ltda.;Calle Brasil 362
Region del Bio Bio;Chillán;Megasalud Chillán;Avenida Libertad 431
Region del Bio Bio;Chillán;Laboratorio Clínico Inmunomedica;Avenida Libertad 1137
Region del Bio Bio;Chillán;Laboratorio Clínico Someruno;Calle Isabel Riquelme 446
Region del Bio Bio;Chillán;Laboratorio Clínico Cinco de Abril;Avenida Argentina 648
Region del Bio Bio;Chillán;Centro de Salud Familiar Violeta Parra;Calle Francisco Ramírez 150
Region del Bio Bio;Chillán;Centro de Salud Familiar San Ramón Nonato;
Region del Bio Bio;Chillán;Centro de Salud Familiar Ultraestación Dr. Raúl San Martín González;
Region del Bio Bio;Chillán;Centro de Salud Familiar Isabel Riquelme;Calle O'Higgins 1661
Region del Bio Bio;Portezuelo;Centro de Salud Familiar Portezuelo;Calle San Martín 150
Region del Bio Bio;Quillón;Centro de Salud Familiar Quillón;Calle Francisco Unzueta 159
Region del Bio Bio;Cobquecura;Centro de Salud Familiar Cobquecura;Calle Chacabuco 473
Region del Bio Bio;San Ignacio;Centro de Salud Familiar San Ignacio;
Region del Bio Bio;San Fabián;Centro de Salud Familiar San Fabián;
Region del Bio Bio;Pemuco;Centro de Salud Familiar Pemuco;Calle Padre Jorge Herrera 1086
Region del Bio Bio;San Carlos;Centro de Salud Familiar Dr. José Duran Trujillo;Calle Las Acacias 470
Region del Bio Bio;San Nicolás;Centro de Salud Familiar San Nicolás;
Region del Bio Bio;Ñiquén;Centro de Salud Familiar Ñiquén;
Region del Bio Bio;Ninhue;Centro de Salud Familiar Dr. David Benavente de Ninhue;Calle Arturo Prat 405
Region del Bio Bio;Yungay;Centro de Salud Familiar Campanario;
Region del Bio Bio;Ránquil;Centro de Salud Familiar Ñipas;Calle Pedro Aguirre Cerda 392
Region del Bio Bio;Pinto;Centro de Salud Familiar Pinto;
Region del Bio Bio;Coihueco;Centro de Salud Familiar Coihueco;Calle Prat 683
Region del Bio Bio;San Ignacio;Centro de Salud Familiar Quiriquina;
Region del Bio Bio;Chillán;Centro de Salud Familiar Quinchamalí;
Region del Bio Bio;Chillán;Centro de Salud Familiar Los Volcanes;Calle Los Cóndores 155
Region del Bio Bio;Coihueco;Centro de Salud Familiar Luis Montecinos;Calle 18 de Septiembre 631
Region del Bio Bio;Bulnes;Centro de Salud Familiar Santa Clara;
Region del Bio Bio;Treguaco;Centro de Salud Familiar Treguaco;Calle Luis Lama 286
Region del Bio Bio;Chillán Viejo;Centro de Salud Familiar Dr. Federico Puga;Calle Erasmo Escala 872
Region del Bio Bio;San Carlos;Centro de Salud Familiar Teresa Baldechi;
Region del Bio Bio;Chillán;Centro de Salud Familiar Sol de Oriente;
Region del Bio Bio;Chillán Viejo;Centro de Salud Familiar Dra. Michelle Bachelet Jeria;Calle Huambalí 1201
Region del Bio Bio;Coihueco;Posta de Salud Rural Talquipén;
Region del Bio Bio;Coihueco;Posta de Salud Rural Bustamante;
Region del Bio Bio;Chillán;Posta de Salud Rural Capilla Cato;
Region del Bio Bio;Coihueco;Posta de Salud Rural Minas del Prado;
Region del Bio Bio;Coihueco;Posta de Salud Rural Tanilvoro;
Region del Bio Bio;Pinto;Posta de Salud Rural Recinto;
Region del Bio Bio;Chillán;Posta de Salud Rural Huape;
Region del Bio Bio;Chillán Viejo;Posta de Salud Rural Rucapequén;
Region del Bio Bio;Chillán Viejo;Posta de Salud Rural Nebuco;
Region del Bio Bio;San Carlos;Centro Comunitario de Salud Familiar Cachapoal;
Region del Bio Bio;San Carlos;Posta de Salud Rural Rivera de Ñuble;
Region del Bio Bio;Ñiquén;Posta de Salud Rural Chacay (Ñiquén);
Region del Bio Bio;Ñiquén;Posta de Salud Rural Ñiquén;
Region del Bio Bio;San Carlos;Posta de Salud Rural Torrecillas;
Region del Bio Bio;Ñiquén;Posta de Salud Rural La Gloria;
Region del Bio Bio;San Carlos;Posta de Salud Rural Monte Blanco;
Region del Bio Bio;Talcahuano;SAPU Alcalde Leocán Portus;Calle Manuel Barros Borgoño 2645
Region del Bio Bio;Talcahuano;SAPU Los Cerros;
Region del Bio Bio;Hualpén;SAPU Talcahuano Sur;Calle Postdam 632
Region del Bio Bio;Los Ángeles;Actividades gestionadas por la Dirección del Servicio para apoyo de la Red (S.S de Bíobío);Avenida Ricardo Vicuña 147
Region del Bio Bio;Los Ángeles;PRAIS (S.S Bíobío);Avenida Ricardo Vicuña 147
Region del Bio Bio;Tucapel;Clínica Dental Móvil Triple. Pat. UW9511 (Huepil);Calle 12 de Febrero 233
Region del Bio Bio;Santa Bárbara;Clínica Dental Móvil Triple. Pat. NW6995 (Santa Bárbara);
Region del Bio Bio;Yumbel;Clínica Dental Móvil Triple. Pat. NW6996 (Yumbel);Calle Castellón 251
Region del Bio Bio;Los Ángeles;Complejo Asistencial Dr. Víctor Ríos Ruiz (Los Ángeles);
Region del Bio Bio;Mulchén;Hospital Comunitario de Mulchén;
Region del Bio Bio;Nacimiento;Hospital Comunitario de Nacimiento;
Region del Bio Bio;Yumbel;Hospital Comunitario de Yumbel;Calle Castellón 251
Region del Bio Bio;Laja;Hospital Comunitario de Laja;Calle Baquedano 300
Region del Bio Bio;Santa Bárbara;Hospital Comunitario de Santa Bárbara;
Region del Bio Bio;Tucapel;Hospital Comunitario Dr. Roberto Muñoz Urrutia de Huépil;Calle 12 de Febrero 233
Region del Bio Bio;Los Ángeles;Policlínico AChS Los ángeles;Avenida Ricardo 252
Region del Bio Bio;Los Ángeles;Centro CONIN Los Ángeles;Calle Colo Colo 873
Region del Bio Bio;Los Ángeles;Clínica Adventista;Calle Manuel Rodríguez 456
Region del Bio Bio;Nacimiento;Policlínico AChS Subregional Nacimiento;Calle El Palque 915
Region del Bio Bio;Los Ángeles;Clínica Los Andes;Calle Dr. Genaro Reyes 581
Region del Bio Bio;Los Ángeles;Hospital Mutual de Seguridad CChC Los Ángeles;Calle Mendoza 850
Region del Bio Bio;Los Ángeles;Megasalud S.A. Centro Médico y Dental Los Ángeles;Calle Lautaro 615
Region del Bio Bio;Los Ángeles;Laboratorio Clínico Central Kojchen y Compañía Limitada;Calle Mendoza 357
Region del Bio Bio;Los Ángeles;Laboratorio Clínico Cordillera;Calle Genaro Reyes 581
Region del Bio Bio;Cabrero;Laboratorio Clínico Biomec;Calle Aníbal Pinto 397
Region del Bio Bio;Los Ángeles;Vacunatorio Buena Salud;Calle Valdivia 300
Region del Bio Bio;Los Ángeles;Centro de Salud Familiar Nororiente de Los Ángeles;Calle Morse 1558
Region del Bio Bio;Los Ángeles;Centro de Salud Familiar Santa Fe;
Region del Bio Bio;Antuco;Centro de Salud Familiar Antuco;
Region del Bio Bio;Cabrero;Centro de Salud Familiar Monteaguila;
Region del Bio Bio;Cabrero;Centro de Salud Familiar Lautaro Cáceres Ramos;Calle Tucapel 360
