PK_NOMBRE_CENTRO;FK_COMUNA
Centro de Salud Mutual CChC Osorno;Osorno
Megasalud S.A. Centro Medico y Dental Osorno;Osorno
Centro de Rehabilitacion de Minusvalidos;Purranque
Clinica de la AChS Osorno;Osorno
Policlinico de la AChS Purranque;Purranque
Vacunatorio Sociedad Centro Medico Cochrane SA;Osorno
Clinica Oftalmologica Survision;Osorno
Policlinico del Instituto de Seguridad del Trabajo Osorno;Osorno
Centro de Dialisis Dial Sur;Osorno
Centro Medico y Laboratorio Cochrane;Osorno
Laboratorio Luis Pasteur;Osorno
Laboratorio CENDIMET;Osorno
Centro de Salud Familiar Dr. Pedro Jauregui;Osorno
Centro de Salud Familiar Dr. Marcelo Lopetegui Adams;Osorno
Centro de Salud Familiar Ovejeria;Osorno
Centro de Salud Familiar Rahue Alto;Osorno
Centro de Salud Familiar Entre Lagos;Puyehue
Centro de Salud Familiar San Pablo;San Pablo
Centro de Salud Familiar Pampa Alegre;Osorno
Centro de Salud Familiar Purranque;Purranque
Centro de Salud Familiar Practicante Pablo Araya (Ex Rio Negro);Rio Negro
Centro de Salud Familiar Quinto Centenario;Osorno
Centro de Salud Familiar Bahia Mansa;San Juan de la Costa
Centro de Salud Familiar Puaucho;San Juan de la Costa
Posta de Salud Rural Cuinco;San Juan de la Costa
Posta de Salud Rural Pichi Damas;Osorno
Posta de Salud Rural Puyehue;Puyehue
Actividades gestionadas por la Direccion del Servicio para apoyo de la Red (S.S de Chiloe);Castro
PRAIS (S.S Chiloe);Castro
Clinica Dental Movil Triple. Pat. BKYS90 (Castro);Castro
Hospital de Castro;Castro
Hospital de Ancud;Ancud
Hospital Comunitario de Achao;Quinchao
Hospital de Quellon;Quellon
Hospital de Queilen;Queilen
Buque Cirujano Videla;Castro
Vacunatorio Rosalia Munoz;Ancud
Centro Medico Austral;Castro
Clinica de la AChS Castro;Castro
Policlinico de la AChS Quellon;Quellon
Policlinico de la AChS Ancud;Ancud
Laboratorio Clinico y Hematologico Ancud;Ancud
Laboratorio Biolab Ltda;Quellon
Policlinico de la AChS Castro;Castro
Centro Medico y Dental La Araucana Castro;Castro
Centro Medico y Dental La Araucana Ancud;Castro
Policlinico del Instituto de Seguridad del Trabajo Ancud;Castro
Policlinico del Instituto de Seguridad del Trabajo Castro;Castro
Laboratorio Clinico y Hematologico Biolab;Castro
Laboratorio Clinico Austral;Castro
Laboratorio Clinico y Hematologico Biolab Ltda. ECOSUR;Castro
Laboratorio Clinico Chiloe;Castro
Centro de Salud Familiar Pudeto Bajo;Ancud
Centro de Salud Familiar Quemchi;Quemchi
Centro de Salud Familiar Chonchi;Chonchi
Centro de Salud Familiar Dalcahue;Dalcahue
Centro de Salud Familiar Puqueldon;Puqueldon
Centro de Salud Familiar Curaco de Velez;Curaco de Velez
Centro de Salud Familiar Dr. Rene Tapia Salgado;Castro
Centro de Salud Familiar Dr. Manuel Ferreira Guzman;Ancud
Centro de Salud Familiar Quellon;Quellon
Posta de Salud Rural Curahue;Castro
Posta de Salud Rural Puyan;Castro
Centro Comunitario de Salud Familiar Rilan;Castro
Posta de Salud Rural Quehui;Castro
Posta de Salud Rural Chelin;Castro
Posta de Salud Rural Yutuy;Castro
Posta de Salud Rural Mocopulli;Dalcahue
Posta de Salud Rural Quetalco;Dalcahue
Posta de Salud Rural Calen;Dalcahue
Posta de Salud Rural Aldachildo;Puqueldon
Posta de Salud Rural Ichuac;Puqueldon
Posta de Salud Rural Detif;Puqueldon
Posta de Salud Rural Liucura (Puqueldon);Puqueldon
Posta de Salud Rural Terao;Chonchi
Posta de Salud Rural Chanquin;Chonchi
Posta de Salud Rural Petanes Bajos;Chonchi
Posta de Salud Rural Rauco;Chonchi
Posta de Salud Rural Linao;Ancud
Posta de Salud Rural Chacao;Ancud
Posta de Salud Rural Quetalmahue;Ancud
Posta de Salud Rural Nal;Ancud
Posta de Salud Rural Manao;Ancud
Posta de Salud Rural Guabun;Ancud
Posta de Salud Rural Puntra;Ancud
Posta de Salud Rural Lliuco (Quemchi);Quemchi
Posta de Salud Rural Morrolobos;Quemchi
Posta de Salud Rural Quinterquen;Quemchi
Posta de Salud Rural Montemar;Quemchi
Posta de Salud Rural Tenaun;Dalcahue
Posta de Salud Rural Quicavi;Quemchi
Posta de Salud Rural Agoni Alto;Queilen
Posta de Salud Rural Alqui;Queilen
Posta de Salud Rural Apeche;Queilen
Posta de Salud Rural Pio - Pio;Queilen
Posta de Salud Rural Nepue;Queilen
Posta de Salud Rural Quinchao;Quinchao
Posta de Salud Rural Isla Lin-Lin;Quinchao
Posta de Salud Rural Isla Llingua;Quinchao
Centro Comunitario de Salud Familiar Isla Meulin;Quinchao
Posta de Salud Rural Isla Quenac;Quinchao
Posta de Salud Rural Isla Cahuach;Quinchao
Posta de Salud Rural Isla Alao;Quinchao
Posta de Salud Rural Capilla Antigua;Quinchao
Posta de Salud Rural Huyar Alto;Curaco de Velez
Posta de Salud Rural Palqui;Curaco de Velez
Posta de Salud Rural Mechuque;Quemchi
Posta de Salud Rural Tac;Quemchi
Posta de Salud Rural Voigue;Quemchi
Posta de Salud Rural Curanue;Quellon
Posta de Salud Rural Candelaria (Quellon);Quellon
Posta de Salud Rural Compu;Quellon
Posta de Salud Rural San Juan de Chadmo;Quellon
Posta de Salud Rural Pelu;Quellon
Posta de Salud Rural Punta Liles o Laitec;Quellon
Posta de Salud Rural Punta Paula o Coldita;Quellon
Posta de Salud Rural Piedras Blancas;Quellon
Posta de CONTUY;Queilen
Posta de Salud Rural Pureo;Queilen
Posta de Salud Rural Pulpito;Chonchi
Posta de Salud Rural Caulin;Ancud
Posta de Salud Rural Puchauran;Dalcahue
Posta de Salud Rural Pid - Pid;Castro
Posta de Salud Rural Coinco;Quellon
Posta de Salud Rural Chadmo Central;Quellon
Posta de Salud Rural Auchac;Quellon
Posta de Salud Rural Yaldad;Quellon
Posta de Salud Rural Chaulinec La Villa;Quinchao
Posta Natri;Chonchi
Posta Curaco de Vilopulli;Chonchi
Posta Nalhuitad;Chonchi
Posta Cucao;Chonchi
Posta de Salud Rural Coipomo;Ancud
Posta de Salud Rural Inio;Quellon
Posta de Salud Rural Butalcura;Dalcahue
Posta de Salud Rural San Jose;Queilen
Posta de Salud Rural Chaullin;Quellon
Centro Comunitario de Salud Familiar Carlina Paillacar;Quinchao
Centro Comunitario de Salud Familiar Bellavista;Ancud
Centro Comunitario de Salud Familiar Metahue;Quemchi
Centro Comunitario de Salud Familiar Huillinco;Chonchi
Centro Comunitario de Salud Familiar Llau Llao;Castro
Posta de Salud Rural Desague Rupanco;Puyehue
Posta de Salud Rural Nadi Pichi-Damas;Puyehue
Posta de Salud Rural Tres Esteros;Rio Negro
Centro Comunitario de Salud Familiar Corte Alto;Purranque
Posta de Salud Rural Crucero ( Purranque);Purranque
Posta de Salud Rural Coligual;Purranque
Posta de Salud Rural Hueyusca;Purranque
Posta de Salud Rural Concordia;Purranque
Posta de Salud Rural Colonia Ponce;Purranque
Posta de Salud Rural La Naranja;Purranque
Posta de Salud Rural San Pedro de Purranque;Purranque
Posta de Salud Rural Collihuinco;Purranque
Posta de Salud Rural Rupanco;Puerto Octay
Posta de Salud Rural Cascadas;Puerto Octay
Posta de Salud Rural Piedras Negras;Puerto Octay
Posta de Salud Rural Cancura;Osorno
Posta de Salud Rural Pellinada;Puerto Octay
Posta de Salud Rural La Calo;Puerto Octay
Posta de Salud Rural Coihueco (Puerto Octay);Puerto Octay
Posta de Salud Rural Purrehuin;San Juan de la Costa
Posta de Salud Rural Aleucapi;San Juan de la Costa
Posta de Salud Rural La Poza;San Pablo
Posta de Salud Rural Huilma;Rio Negro
Posta de Salud Rural Pucopio;San Pablo
Posta de Salud Rural Chanco ( San Pablo );San Pablo
Posta de Salud Rural Currimahuida;San Pablo
Centro Comunitario de Salud Familiar Murrinumo;Osorno
Centro Comunitario de Salud Familiar Manuel Rodriguez;Osorno
Centro Comunitario de Salud Familiar El Encanto;Puyehue
Centro Comunitario de Salud Familiar Riachuelo;Rio Negro
SAPU Dr. Pedro Jauregui;Osorno
SAPU Rahue Alto;Osorno
Actividades gestionadas por la Direccion del Servicio para apoyo de la Red (S.S Del Reloncavi);Puerto Montt
PRAIS (S.S Del Reloncavi);Puerto Montt
Clinica Dental Movil Triple. Pat. BKYS89 (Puerto Montt);Puerto Montt
Hospital de Puerto Montt;Puerto Montt
Hospital de Llanquihue;Llanquihue
Hospital de Frutillar;Frutillar
Hospital de Fresia;Fresia
Hospital de Maullin;Maullin
Hospital de Calbuco;Calbuco
Hospital de Palena;Palena
Hospital de Futaleufu;Futaleufu
Clinica de Puerto Varas SpA.;Puerto Varas
Centro CONIN Puerto Montt;Puerto Montt
Clinica Instituto de Seguridad del Trabajo Puerto Montt;Puerto Montt
Clinica Puerto Montt;Puerto Montt
Clinica de la AChS Puerto Montt;Puerto Montt
Clinica Universitaria de Puerto Montt S.A.;Puerto Montt
Megasalud S.A. Centro Medico y Dental Puerto Montt;Puerto Montt
Clinica Complejo Penitenciario de Puerto Montt;Puerto Montt
Centro de Atencion Profesional de Enfermeria (CAPROEN);Puerto Montt
Centro de Dialisis Puerto Varas;Puerto Varas
Centro Nefrologico Puerto Montt;Puerto Montt
Centro de Dialisis Hemosur;Puerto Montt
Policlinico Naval de Puerto Montt;Puerto Montt
Instituto de Rehabilitacion Infantil TELETON (Puerto Montt);Puerto Montt
Policlinico Mutual de Seguridad CChC Puerto Montt;Puerto Montt
Centro Medico y Dental La Araucana Puerto Montt;Puerto Montt
Centro Medico y Dental Xa. Zona de Carabineros;Puerto Montt
Laboratorio Clinico Labemed;Puerto Montt
Laboratorio Clinico Meditest Ltda;Puerto Montt
Laboratorio Clinico Fleming Ltda.;Puerto Montt
Laboratorio Clinico Biomed;Puerto Montt
Laboratorio Clinico Bionet;Puerto Montt
Centro de Salud Familiar Angelmo;Puerto Montt
Centro de Salud Familiar Antonio Varas;Puerto Montt
Centro de Salud Familiar Carmela Carvajal;Puerto Montt
Centro de Salud Familiar Techo para todos (ONG);Puerto Montt
Centro de Salud Familiar Carelmapu;Maullin
Centro de Salud Familiar Los Muermos;Los Muermos
Centro de Salud Familiar Nº 1 Puerto Varas;Puerto Varas
Centro de Salud Familiar Frutillar Alto;Frutillar
Centro de Salud Familiar Los Volcanes;Llanquihue
Centro de Salud Familiar Rio Negro Hornopiren;Hualaihue
Centro de Salud Familiar Padre Hurtado;Puerto Montt
Centro de Salud Familiar San Pablo Mirasol (ONG);Puerto Montt
Centro de Salud Familiar Alerce;Puerto Montt
Centro de Salud Familiar Calbuco;Calbuco
Posta de Salud Rural Lago Chapo;Puerto Montt
Posta de Salud Rural Correntoso;Puerto Montt
Posta de Salud Rural Chaicas;Puerto Montt
Posta de Salud Rural Lenca;Puerto Montt
Posta de Salud Rural Las Quemas (Puerto Montt);Puerto Montt
Posta de Salud Rural Maillen;Puerto Montt
Posta de Salud Rural Salto Grande;Puerto Montt
Posta de Salud Rural Salto Chico;Puerto Montt
Posta de Salud Rural Trapen;Puerto Montt
Posta de Salud Rural Panitao;Puerto Montt
Posta de Salud Rural Cochamo;Cochamo
Centro de Salud Familiar Cochamo;Cochamo
Posta de Salud Rural Sotomo;Cochamo
Posta de Salud Rural Llanada Grande;Cochamo
Posta de Salud Rural Paso El Bolson o Segundo Corral;Cochamo
Posta de Salud Rural Paso El Leon;Cochamo
Posta de Salud Rural Aulen;Hualaihue
Posta de Salud Rural Rolecha;Hualaihue
Posta de Salud Rural Contao;Hualaihue
Posta de Salud Rural Hualaihue;Hualaihue
Posta de Salud Rural Ensenada;Puerto Varas
Posta de Salud Rural Peulla;Puerto Varas
Posta de Salud Rural Nueva Braunau;Puerto Varas
Posta de Salud Rural Petrohue;Puerto Varas
SAPU Carmela Carvajal;Puerto Montt
SAPU Frutillar;Frutillar
SAPU Los Muermos;Los Muermos
SAPU Dr. Marcelo Lopetegui Adams;Osorno
Posta de Salud Rural Chauchil;Hualaihue
Centro de Salud Medicina Integral y Ejercicio;Puerto Montt
Centro de Sangre Austral;Puerto Montt
Hospital de Chaiten;Chaiten
Centro Medico Docente Asistencial Universidad San Sebastian;Puerto Montt
Seccion Sanidad Puerto Montt de la Policia de Investigaciones de Chile;Puerto Montt
Policlinico de la Mutual de Seguridad CChC Quellon;Quellon
Policlinico de la Mutual de Seguridad CChC Castro;Castro
Policlinico de Funcionarios de la Universidad de Los Lagos;Osorno
Centro Medico Osorno Salud;Osorno
Policlinico de la Mutual de Seguridad CChC Ancud;Ancud
Centro de Dialisis Hemosur (Osorno);Osorno
SAPU Castro;Castro
COSAM Rahue;Osorno
Laboratorio Clinico Bionet;Ancud
Laboratorio Clinico MasterLab;Quellon
Laboratorio Clinico y Hematologico San Jose;Ancud
Laboratorio Clinico Winlop;Puerto Varas
Centro de Salud Familiar Quillahue;Castro
Centro Comunitario de Salud Familiar Kintunien;Castro
Centro Comunitario de Salud Familiar Rukalaf;Quellon
Centro Comunitario de Salud Familiar Vista Hermosa;Quellon
Laboratorio Clinico Thomas Ltda.;Coyhaique
Laboratorio Clinico Diagnostico Analisis Coyhaique;Coyhaique
Mamografo Digital - Ecotomografo Movil. Pat. PX1462-2 (SS Aysen);Coyhaique
Centro de Salud Familiar Puerto Aysen;Aisen
Vacunatorio - Clinica Bilbao;Coyhaique
SAPU Dr. Alejandro Gutierrez;Coyhaique
Actividades gestionadas por la Direccion del Servicio para apoyo de la Red (S.S de Aysen);Coyhaique
PRAIS (S.S Aisen);Coyhaique
Clinica Dental Movil Simple. Pat. PW4067 (Coihaique);Coyhaique
Hospital Regional (Coihaique);Coyhaique
Hospital de Puerto Aysen;Aisen
Hospital Dr. Leopoldo Ortega R. (Chile Chico);Chile Chico
Hospital Lord Cochrane;Cochrane
Hospital Dr. Jorge Ibar (Cisnes);Cisnes
Centro de Salud Mutual CChC Coyhaique;Coyhaique
Policlinico del Trabajador Coyhaique;Coyhaique
Centro de Salud Mutual CChC Puerto Aysen;Aisen
Clinica de Trabajador AChS;Aisen
Centro Clinico Militar Coyhaique;Coyhaique
Vacunatorio Dra. Elizabeth Otazo;Coyhaique
Centro Medico y Dental XI Zona Aysen del General Carlos Ibanez del Campo;Coyhaique
Consultorio Victor Domingo Silva;Coyhaique
Consultorio Alejandro Gutierrez;Coyhaique
Posta de Salud Rural Balmaceda;Coyhaique
Posta de Salud Rural Melinka;Guaitecas
Posta de Salud Rural Puerto Aguirre;Aisen
Posta de Salud Rural Caleta Andrade;Aisen
Posta de Salud Rural Lago Verde;Lago Verde
Posta de Salud Rural La Tapera;Lago Verde
Posta de Salud Rural Villa Amengual;Lago Verde
Posta de Salud Rural Bahia Murta;Rio Ibanez
Posta de Salud Rural Puerto Sanchez;Rio Ibanez
Posta de Salud Rural Puerto Bertrand;Chile Chico
Posta de Salud Rural Puerto Guadal;Chile Chico
Posta de Salud Rural Mallin Grande;Chile Chico
Posta de Salud Rural Rio Tranquilo;Rio Ibanez
Posta de Salud Rural El Blanco;Coyhaique
Posta de Salud Rural Valle Simpson;Coyhaique
Posta de Salud Rural Villa Ortega;Coyhaique
Posta de Salud Rural Nireguao;Coyhaique
Posta de Salud Rural Chacabuco (Aisen);Aisen
Posta de Salud Rural Villa Manihuales;Aisen
Posta de Salud Rural Puerto Ibanez;Rio Ibanez
Posta de Salud Rural Cerro Castillo (Rio Ibanez);Rio Ibanez
Posta de Salud Rural Puyuhuapi;Cisnes
Posta de Salud Rural Lago Atravesado;Coyhaique
Posta de Salud Rural Raul Marin Balmaceda;Cisnes
Posta de Salud Rural Villa O'Higgins;O'Higgins
Posta de Salud Rural El Gato;Coyhaique
Posta de Salud Rural Melimoyu;Cisnes
Posta de Salud Rural Caleta Tortel;Tortel
Posta de Salud Rural Isla Toto;Cisnes
Posta de Salud Rural Las Juntas;Cisnes
Centro Comunitario de Salud Familiar Ribera Sur;Aisen
Centro Medico y Dental Clinica Bilbao;Coyhaique
COSAM Coyhaique;Coyhaique
Instituto de Rehabilitacion Infantil TELETON (Coyhaique);Coyhaique
Centro Comunitario de Salud Familiar Alejandro Gutierrez;Coyhaique
Centro Comunitario de Salud Familiar Dr. Juan Damianovic;Punta Arenas
Laboratorio Clinico Biohealth;Natales
Laboratorio Clinico de Agostini y Cia. Ltda.;Punta Arenas
Actividades gestionadas por la Direccion del Servicio para apoyo de la Red (S.S de Magallanes);Punta Arenas
PRAIS (S.S Magallanes);Punta Arenas
Oficina Sanitaria Dorotea;Natales
Vacunatorio SEREMI de Salud Magallanes;Punta Arenas
Hospital Clinico de Magallanes Dr. Lautaro Navarro Avaria;Punta Arenas
Hospital Dr. Augusto Essmann Burgos ( Natales);Natales
Hospital Dr. Marco Antonio Chamorro ( Porvenir);Porvenir
Hospital FFAA Cirujano Guzman;Punta Arenas
Clinica Magallanes;Punta Arenas
Centro de Atencion Instituto de Seguridad del Trabajador Punta Arenas;Punta Arenas
Centro de Salud Mutual CChC Punta Arenas;Punta Arenas
Hospital Naval (Puerto Williams) (D);Cabo de Hornos
Centro Medico Medvital;Punta Arenas
Clinica de Recuperacion Hogar de Cristo Juan Pablo II;Punta Arenas
Instituto Medico Sarmiento;Punta Arenas
Centro Medico y Dental Megasalud S.A Punta Arenas;Punta Arenas
Clinica Sombrero;Primavera
Clinica Harris;Cabo de Hornos
Centro Medico y Dental La Araucana S.A;Punta Arenas
Centro de Rehabilitacion Club de Leones Cruz del Sur;Punta Arenas
Policlinico AChS (Punta Arenas);Punta Arenas
Vacunatorio Centro Medico Colon;Punta Arenas
Policlinico de la Fuerzas Armadas y de Orden;Punta Arenas
Vacunatorio Alfamed;Punta Arenas
Clinica Croacia;Punta Arenas
Servicio Dental 3ra. Comisaria de Carabineros de Porvenir (Consultorio tipo 2);Porvenir
Central Odontologica de Magallanes de 3era Zona Naval;Punta Arenas
Laboratorio Clinico Corporacion Municipal Punta Arenas;Punta Arenas
Centro de Salud Familiar Dr. Mateo Bencur;Punta Arenas
Centro de Salud Familiar Dr. Juan Damianovic;Punta Arenas
Centro de Salud Familiar 18 Septiembre;Punta Arenas
Centro de Salud Familiar Dr. Thomas Fenton;Punta Arenas
Centro de Salud Familiar Carlos Ibanez;Punta Arenas
Centro de Salud Familiar Natales;Natales
Posta de Salud Rural Cerro Castillo (Torres del Paine);Torres del Paine
Posta de Salud Rural Rio Verde;Rio Verde
Posta de Salud Rural Tehuelches;Laguna Blanca
Posta de Salud Rural Punta Delgada;San Gregorio
Posta de Salud Rural Puerto Eden;Natales
Posta de Salud Rural Cameron;Timaukel
Posta de Salud Rural Dorotea;Natales
Posta de Salud Rural Agua Fresca;Punta Arenas
COSAM Punta Arenas;Punta Arenas
Centro Comunitario de Salud Familiar Dr. Mateo Bencur;Punta Arenas
Centro Comunitario de Salud Familiar Rio Seco;Punta Arenas
Hospital Comunitario Cristina Calderon de Puerto Williams;Cabo de Hornos
SAPU Dr. Mateo Bencur;Punta Arenas
SAPU Dr. Juan Damianovic;Punta Arenas
SAPU 18 de Septiembre;Punta Arenas
Centro Medico Fermin Roca;Punta Arenas
Policlinico de Asociacion Chilena de Seguridad;Natales
